10	 -0.047093	 0.201976
11	 -0.510741	 -0.029312
12	 -0.832491	 -0.061076
13	 -0.047093	 0.788930
14	 -1.296139	 -0.592641
15	 -0.292072	 0.664432
16	 -0.635096	 0.121791
17	 0.000000	 0.594507
18	 -0.047093	 0.500418
19	 0.000000	 0.773347
20	 3.094499	 0.730722
21	 -0.047093	 0.664511
22	 -0.047093	 0.414936
23	 0.000000	 0.707811
24	 -0.047093	 0.599566
25	 -0.832491	 0.892417
26	 -0.368844	 0.384142
27	 -1.617890	 -0.455481
28	 -0.832491	 0.931769
29	 -1.617890	 0.546735
30	 -0.047093	 0.760568
31	 -0.047093	 0.725006
32	 0.000000	 0.709691
33	 -1.296139	 -0.466641
34	 -0.832491	 0.087394
35	 0.000000	 0.717728
36	 0.000000	 0.707224
37	 -0.047093	 0.718209
38	 0.000000	 0.776485
39	 -0.047093	 0.781835
40	 -0.047093	 0.955627
41	 0.118055	 0.424086
42	 -0.047093	 0.926129
43	 -0.047093	 0.931303
44	 -0.047093	 0.841225
45	 -0.047093	 0.849937
46	 -0.047093	 0.983284
47	 -0.047093	 0.892032
48	 -0.047093	 0.902091
49	 0.000000	 0.934309
50	 -0.047093	 0.791104
51	 -0.047093	 0.746121
52	 0.000000	 0.855948
53	 0.416554	 0.541541
54	 -0.832491	 -0.371241
55	 -0.047093	 0.028298
56	 0.416554	 0.755565
57	 1.201952	 0.992788
58	 1.523703	 0.708986
59	 0.738305	 0.999919
60	 0.000000	 0.701815
61	 0.000000	 0.304585
62	 0.000000	 0.204404
63	 -0.047093	 0.318964
64	 -0.047093	 0.397243
65	 -0.047093	 0.360946
66	 0.000000	 0.790864
67	 0.000000	 0.555028
68	 0.000000	 0.621127
69	 0.000000	 0.977810
70	 2.309101	 -0.173041
71	 0.000000	 0.460352
72	 -0.047093	 0.225654
73	 0.000000	 0.793731
74	 0.000000	 0.317806
75	 -0.368844	 -0.340393
76	 0.000000	 0.975727
77	 -0.047093	 0.833665
78	 -0.047093	 0.870513
79	 1.201952	 0.736154
80	 0.000000	 0.797044
81	 0.540909	 0.992907
82	 -0.292072	 0.609053
83	 0.000000	 0.781249
84	 0.000000	 0.795820
85	 0.150302	 0.997240
86	 -0.047093	 0.902947
87	 -0.047093	 0.782514
88	 -0.047093	 0.748624
89	 -0.047093	 0.765595
90	 -0.047093	 0.803033
91	 -0.047093	 0.716794
92	 -0.047093	 0.708390
93	 0.000000	 0.572599
94	 0.118055	 0.932185
95	 0.094804	 0.953432
96	 -0.212242	 0.597111
97	 0.274657	 0.998426
98	 0.274657	 0.755302
99	 2.630852	 -0.060446
100	 -0.047093	 0.458571
