1.974245	 -0.593597
2.973136	 -0.640673
3.948489	 -1.187195
4.900305	 -2.233162
5.899196	 -2.280238
6.328028	 -3.802113
8.302273	 -4.395710
9.753534	 -5.465215
9.753534	 -5.465215
10.752425	 -5.512291
10.752425	 -5.512291
9.753534	 -5.465215
10.752425	 -5.512291
12.250762	 -5.582905
12.250762	 -5.582905
12.750208	 -5.606443
13.226115	 -6.129427
14.700914	 -6.699486
14.677377	 -7.198932
15.153284	 -7.721915
15.129746	 -8.221361
16.128638	 -8.268437
17.127529	 -8.315513
17.127529	 -8.315513
17.556361	 -9.837388
18.032268	 -10.360371
18.032268	 -10.360371
18.032268	 -10.360371
18.531714	 -10.383909
18.531714	 -10.383909
19.031160	 -10.407447
20.529497	 -10.478061
23.549709	 -10.119843
24.049154	 -10.143381
24.548600	 -10.166919
25.048046	 -10.190457
26.046937	 -10.237533
28.044720	 -10.331684
28.544165	 -10.355222
29.043611	 -10.378760
29.043611	 -10.378760
29.543057	 -10.402298
30.042502	 -10.425836
30.042502	 -10.425836
31.064931	 -9.973466
31.540839	 -10.496450
32.539731	 -10.543526
33.562160	 -10.091156
34.132219	 -8.616357
34.202833	 -7.118020
34.725817	 -6.642112
34.725817	 -6.642112
34.725817	 -6.642112
34.725817	 -6.642112
36.723599	 -6.736264
37.223045	 -6.759802
37.722491	 -6.783340
37.722491	 -6.783340
37.722491	 -6.783340
37.722491	 -6.783340
37.722491	 -6.783340
37.246583	 -6.260356
37.246583	 -6.260356
38.245474	 -6.307432
38.245474	 -6.307432
38.245474	 -6.307432
39.720273	 -6.877492
39.720273	 -6.877492
41.718056	 -6.971644
42.217502	 -6.995181
42.787561	 -5.520382
42.787561	 -5.520382
45.878387	 -3.663827
47.852631	 -4.257425
47.852631	 -4.257425
47.852631	 -4.257425
50.373398	 -3.875669
52.870626	 -3.993359
54.368963	 -4.063972
56.866191	 -4.181662
57.865083	 -4.228738
58.364528	 -4.252276
60.362311	 -4.346428
60.861756	 -4.369966
60.861756	 -4.369966
63.881968	 -4.011748
67.401626	 -3.677068
70.374762	 -4.317741
71.896637	 -3.888909
73.418512	 -3.460077
72.443158	 -2.913556
72.942604	 -2.937094
71.943713	 -2.890018
72.443158	 -2.913556
75.463370	 -2.555338
76.462262	 -2.602413
77.960599	 -2.673027
78.959490	 -2.720103
79.458936	 -2.743641
81.456718	 -2.837793
82.479147	 -2.385423
82.479147	 -2.385423
83.478039	 -2.432499
85.998805	 -2.050743
86.498251	 -2.074281
87.996588	 -2.144895
90.969724	 -2.785568
94.918213	 -3.972763
95.558886	 -0.999627
97.033685	 -1.569686
96.034794	 -1.522610
97.533131	 -1.593224
104.525370	 -1.922755
107.451430	 -3.562320
108.949767	 -3.632934
109.948659	 -3.680010
110.424566	 -4.202993
109.948659	 -3.680010
111.446996	 -3.750624
112.945333	 -3.821237
114.943115	 -3.915389
116.940898	 -4.009541
118.962218	 -3.604247
119.984648	 -3.151877
123.480767	 -3.316643
126.976887	 -3.481408
128.998207	 -3.076114
132.018419	 -2.717896
136.513430	 -2.929738
138.511213	 -3.023890
140.508996	 -3.118041
142.530316	 -2.712748
146.026436	 -2.877513
148.024218	 -2.971665
149.546093	 -2.542833
149.070186	 -2.019849
160.081528	 -2.038238
165.622506	 -1.298264
167.690902	 0.105921
172.591207	 -2.127241
174.588990	 -2.221393
180.035816	 -3.479202
186.052702	 -3.262211
189.096452	 -2.404548
190.095343	 -2.451624
192.093126	 -2.545775
193.615001	 -2.116943
193.615001	 -2.116943
191.640756	 -1.523346
191.640756	 -1.523346
192.639647	 -1.570422
193.638539	 -1.617498
194.137984	 -1.641036
195.113338	 -2.187557
195.636321	 -1.711650
196.635213	 -1.758725
194.137984	 -1.641036
193.139093	 -1.593960
194.137984	 -1.641036
193.209707	 -0.095623
195.207490	 -0.189775
195.231028	 0.309671
194.731582	 0.333209
195.730473	 0.286133
197.228810	 0.215519
197.205272	 -0.283926
199.678963	 -0.901062
200.225484	 0.074292
200.724930	 0.050754
201.723821	 0.003678
202.246805	 0.479586
201.770897	 1.002569
202.793326	 1.454939
203.316310	 1.930847
203.815755	 1.907309
203.839293	 2.406754
203.839293	 2.406754
205.813538	 1.813157
208.310766	 1.695467
209.832641	 2.124299
211.307440	 1.554240
212.282794	 1.007718
213.781131	 0.937104
218.205528	 -0.773074
224.721859	 -0.579622
228.717425	 -0.767925
233.688343	 -1.502750
257.638197	 -3.132017
272.098583	 -4.314063
276.617132	 -4.026459
284.608262	 -4.403066
288.198534	 -2.570049
290.196316	 -2.664201
290.695762	 -2.687738
292.217637	 -2.258907
294.191882	 -2.852504
294.691327	 -2.876042
293.645360	 -3.827857
293.145914	 -3.804320
291.624040	 -4.233151
291.624040	 -4.233151
291.694653	 -2.734814
292.241175	 -1.759461
293.739512	 -1.830075
295.237849	 -1.900689
296.236740	 -1.947765
297.235631	 -1.994840
302.705996	 -2.753203
307.318696	 -0.467817
312.836137	 -0.227288
314.381549	 0.700989
312.360229	 0.295695
311.837245	 -0.180212
312.336691	 -0.203750
311.837245	 -0.180212
311.837245	 -0.180212
312.836137	 -0.227288
314.334474	 -0.297902
316.831702	 -0.415592
322.372680	 0.324382
323.442185	 1.775643
325.463506	 2.180937
325.510582	 3.179829
327.484826	 2.586231
329.958517	 1.969096
334.453528	 1.757254
335.452419	 1.710178
336.451310	 1.663103
336.404234	 0.664211
