10	 0.088236	 0.049714
11	 0.020192	 0.049876
12	 -0.112488	 0.153527
13	 -0.063861	 0.168851
14	 0.015125	 0.030153
15	 0.056939	 0.022570
16	 0.059742	 0.017408
17	 0.004737	 0.005339
18	 -0.011930	 0.010569
19	 0.030345	 0.029105
20	 0.158923	 0.039398
21	 0.148288	 0.045416
22	 0.189955	 0.083820
23	 0.145541	 0.155022
24	 0.049860	 0.104299
25	 0.102799	 0.035125
26	 0.051405	 0.020724
27	 0.063971	 0.028630
28	 0.046461	 0.008926
29	 0.056065	 0.036318
30	 0.080584	 0.239351
31	 -0.028456	 0.176530
32	 -0.069211	 0.027457
33	 -0.098538	 0.041731
34	 0.017698	 0.168682
35	 0.143844	 0.357830
36	 0.138777	 0.336113
37	 0.130929	 0.242373
38	 0.077500	 0.137934
39	 0.100502	 0.127229
40	 0.111937	 0.081612
41	 0.113380	 0.078351
42	 0.154768	 0.095328
43	 0.100001	 0.022861
44	 0.068839	 0.041632
45	 0.064458	 0.061108
46	 0.042027	 0.042187
47	 0.017246	 0.091190
48	 0.034697	 0.108496
49	 0.015313	 0.072036
50	 0.149419	 0.172776
51	 0.246730	 0.187703
52	 0.136719	 0.067005
53	 0.047795	 0.009492
54	 -0.044850	 0.044453
55	 -0.005016	 0.014329
56	 0.063842	 0.101594
57	 -0.015495	 0.015761
58	 0.057426	 0.232308
59	 0.175851	 0.291421
60	 0.073402	 0.062695
61	 0.028944	 0.023138
62	 0.015704	 0.015040
63	 0.051284	 0.033835
64	 0.009771	 0.044603
65	 -0.067898	 0.026175
66	 -0.100402	 0.071719
67	 -0.080321	 0.015936
68	 -0.022825	 0.025733
69	 0.072198	 0.017705
70	 0.228288	 0.103995
71	 0.239216	 0.141010
72	 0.143613	 0.042919
73	 0.150856	 0.068568
74	 0.179884	 0.053613
75	 0.185518	 0.074954
76	 0.194703	 0.102288
77	 0.167261	 0.158143
78	 0.086523	 0.142892
79	 0.312536	 0.275088
80	 0.293198	 0.483796
81	 0.239430	 0.613168
82	 0.341599	 0.827094
83	 0.298346	 0.617617
84	 0.313103	 0.300149
85	 0.383800	 0.271460
86	 0.239876	 0.178676
87	 0.339224	 0.682946
88	 0.408762	 0.762022
89	 0.374187	 0.460883
90	 0.464366	 0.567096
91	 0.505796	 0.686173
92	 0.276610	 0.634216
93	 0.121270	 0.661478
94	 0.377899	 0.831773
95	 0.508662	 0.193062
96	 0.224311	 0.082596
97	 0.166516	 0.052785
98	 0.204619	 0.062482
99	 0.211175	 0.099743
100	 0.332320	 0.244767
101	 0.355946	 0.162117
102	 0.421691	 0.356140
103	 0.406303	 0.178028
104	 0.199621	 0.070585
105	 0.201678	 0.134048
106	 0.373330	 0.203749
107	 0.483670	 0.221044
108	 0.216081	 0.085223
109	 -0.037273	 0.043932
110	 -0.011245	 0.049037
111	 0.149631	 0.107132
112	 0.238820	 0.219999
113	 0.226426	 0.228048
114	 0.246870	 0.281052
115	 0.200181	 0.596072
116	 -0.060090	 0.266463
117	 -0.080505	 0.086621
118	 -0.003640	 0.019378
119	 0.062638	 0.020390
120	 0.165209	 0.055842
121	 0.278201	 0.108648
122	 0.311016	 0.165488
123	 0.261341	 0.136515
124	 0.497252	 0.406538
125	 0.685812	 0.514764
126	 0.588067	 0.348834
127	 0.236905	 0.087883
128	 0.181667	 0.065243
129	 0.265841	 0.106059
130	 0.229315	 0.137177
131	 0.439900	 0.469934
132	 0.632380	 0.841737
133	 0.399161	 0.379876
134	 0.134847	 0.132155
135	 0.031953	 0.038586
136	 0.030744	 0.008086
137	 0.045056	 0.034628
138	 0.145266	 0.059481
139	 0.213338	 0.294901
140	 0.187238	 0.339263
141	 0.148501	 0.039010
142	 0.197367	 0.109226
143	 0.261350	 0.299996
144	 0.507215	 1.259241
145	 0.914182	 3.195163
146	 0.970873	 2.840133
147	 1.008740	 2.007803
148	 1.015158	 1.679628
149	 0.741153	 0.944623
150	 0.571278	 0.793432
151	 0.363039	 0.657452
152	 0.179791	 0.338739
153	 0.167205	 0.204580
154	 0.190586	 0.085181
155	 0.135009	 0.110711
156	 -0.215836	 0.256176
157	 -0.284920	 0.436055
158	 0.078700	 0.268989
159	 0.385464	 0.468706
160	 0.287324	 0.447328
161	 -0.001261	 0.391913
162	 -0.034229	 0.124123
163	 -0.093100	 0.067422
164	 -0.444930	 0.270399
165	 -0.579813	 0.427447
166	 -0.222689	 0.282913
167	 0.033442	 0.522696
168	 0.314387	 0.680503
169	 0.564524	 0.480677
170	 0.662167	 0.224864
171	 0.734429	 0.252616
172	 0.627882	 0.327960
173	 0.451108	 0.435344
174	 0.257114	 0.153682
175	 0.178507	 0.126661
176	 0.086973	 0.041654
177	 0.043855	 0.033111
178	 0.101247	 0.101734
179	 0.122106	 0.188201
180	 -0.005122	 0.134815
181	 0.014845	 0.024272
182	 0.054085	 0.027790
183	 -0.125750	 0.299120
184	 -0.145892	 0.453901
185	 0.249477	 0.140705
186	 0.673042	 1.390355
187	 0.599033	 0.936408
188	 0.306994	 0.311252
189	 0.164867	 0.105417
190	 0.105699	 0.071156
191	 0.043340	 0.095061
192	 0.054811	 0.293646
193	 0.197840	 1.271402
194	 0.553841	 4.601484
195	 2.091692	 35.387469
196	 2.305163	 27.297014
197	 0.962840	 1.319310
198	 0.332859	 0.239294
199	 0.020364	 1.294205
200	 0.230508	 2.781272
201	 0.282961	 0.605752
202	 0.127263	 0.076345
203	 -0.027650	 0.160004
204	 -0.511370	 0.704830
205	 -0.506996	 0.923769
206	 -0.336720	 0.602844
207	 -0.111837	 0.357390
208	 0.121798	 0.288057
209	 0.242445	 0.230439
210	 0.115932	 0.089048
211	 -0.043456	 0.165453
212	 -0.018680	 0.112142
213	 0.041751	 0.071792
214	 0.259851	 0.125518
215	 0.405976	 0.214617
216	 0.427763	 0.228907
217	 0.842142	 0.720106
218	 0.851617	 0.870490
219	 0.344550	 1.320974
220	 0.151340	 1.133917
221	 0.102036	 0.476040
222	 0.243588	 0.380722
223	 0.239016	 0.333727
224	 0.162054	 0.292431
225	 0.154927	 0.167033
226	 0.260179	 0.188939
227	 0.203402	 0.186996
228	 0.107371	 0.073079
229	 0.041681	 0.170774
230	 0.162054	 0.217192
231	 0.207327	 0.222372
232	 0.135887	 0.244425
233	 0.170321	 0.146536
234	 0.220394	 0.137250
235	 0.151968	 0.083251
236	 -0.020279	 0.144831
237	 -0.035407	 0.197660
238	 0.132540	 0.161805
