10	 -0.128183
11	 -0.583319
12	 -1.376935
13	 -1.132027
14	 0.287874
15	 0.525717
16	 0.604044
17	 0.459295
18	 0.096002
19	 -0.197945
20	 -0.147453
21	 0.500058
22	 1.623926
23	 2.295358
24	 2.088030
25	 1.071564
26	 0.642748
27	 0.489228
28	 0.009574
29	 0.767506
30	 2.710872
31	 2.331458
32	 1.178413
33	 1.318384
34	 1.837788
35	 2.763644
36	 2.596686
37	 2.315418
38	 1.723456
39	 1.267331
40	 0.824890
41	 -0.367345
42	 -0.743253
43	 -0.385862
44	 -1.034017
45	 -1.210449
46	 0.112019
47	 0.823291
48	 0.760722
49	 0.479720
50	 1.353846
51	 1.396340
52	 0.618075
53	 -0.250332
54	 -1.197233
55	 -0.959650
56	 -1.986634
57	 -0.361922
58	 2.157081
59	 2.526076
60	 0.930835
61	 -0.218788
62	 -0.503724
63	 -0.775621
64	 -0.879771
65	 0.304496
66	 1.252327
67	 0.375873
68	 0.205460
69	 -0.006380
70	 -1.237963
71	 -1.474804
72	 -0.335792
73	 0.650778
74	 0.492538
75	 -0.414852
76	 0.347985
77	 1.762911
78	 1.022257
79	 1.246299
80	 2.634851
81	 3.076851
82	 3.805596
83	 3.019772
84	 0.810094
85	 -0.795951
86	 0.309977
87	 2.876706
88	 3.223950
89	 2.832593
90	 2.007866
91	 2.869140
92	 3.000982
93	 -0.934346
94	 -2.769256
95	 -0.884187
96	 -0.024855
97	 -0.270920
98	 -0.450008
99	 -1.236191
100	 -2.516364
101	 -0.981956
102	 2.038645
103	 0.850713
104	 0.867717
105	 1.424579
106	 0.291398
107	 -0.138157
108	 0.893417
109	 0.811833
110	 0.872335
111	 1.084869
112	 1.610002
113	 1.361168
114	 2.328925
115	 3.654468
116	 2.035212
117	 1.203097
118	 0.683572
119	 0.138334
120	 0.071393
121	 -1.139833
122	 -1.644513
123	 -1.408948
124	 -2.628267
125	 -2.619343
126	 -1.421952
127	 -0.403516
128	 -0.312248
129	 -0.599805
130	 -1.555164
131	 -3.329278
132	 -4.107040
133	 -2.322519
134	 -0.503700
135	 0.233975
136	 -0.077912
137	 -0.805800
138	 -0.625249
139	 0.796957
140	 1.520836
141	 -0.248061
142	 -1.158961
143	 -1.575857
144	 -3.809977
145	 -6.518770
146	 -6.243973
147	 -5.170926
148	 -4.724613
149	 -2.311167
150	 -2.521925
151	 -2.661419
152	 -1.620612
153	 -1.548555
154	 -1.068288
155	 -0.760074
156	 -0.218128
157	 -0.418370
158	 -1.278096
159	 -2.608644
160	 -2.216639
161	 -1.279321
162	 -0.087212
163	 0.560601
164	 0.265314
165	 -0.815160
166	 -1.538048
167	 -1.959312
168	 -2.259479
169	 -2.083010
170	 -0.865227
171	 -0.408132
172	 0.850123
173	 1.552260
174	 0.674372
175	 0.268372
176	 -0.162183
177	 0.016582
178	 0.105040
179	 0.568201
180	 0.210636
181	 -0.495255
182	 -0.505631
183	 0.569787
184	 1.136685
185	 -0.515120
186	 -2.463612
187	 -1.583924
188	 -0.937036
189	 -0.786186
190	 -0.039610
191	 0.068420
192	 -1.062031
193	 -2.738651
194	 -6.018546
195	 -13.291131
196	 -10.315617
197	 -1.491127
198	 -1.243382
199	 -2.111335
200	 -2.835420
201	 -1.325334
202	 -0.274339
203	 -0.224965
204	 -1.136643
205	 -1.545959
206	 0.476372
207	 0.608543
208	 -0.300658
209	 -0.422603
210	 -0.173076
211	 -0.422532
212	 -0.235783
213	 -0.400680
214	 -0.572779
215	 -0.858806
216	 -0.860828
217	 -1.356174
218	 -1.057373
219	 0.021553
220	 -0.153569
221	 -1.230454
222	 -0.774216
223	 -0.256388
224	 -0.307917
225	 -0.796594
226	 -0.703139
227	 -0.387298
228	 -0.097810
229	 -0.084577
230	 -0.242440
231	 -0.091472
232	 -0.083750
233	 -0.390172
234	 -0.387750
235	 -0.164868
236	 -0.025605
237	 -0.013941
238	 -0.180277
