857	272.5
856.5	273.5
855.5	274
854.5	273.5
856	273.5
856	273
856	273
856	273
856.5	273
855.5	273
855	272
854	272
853	271.5
852	270.5
851	270.5
850.5	269
848.5	268.5
847	267.5
847	267.5
846	267.5
846	267.5
847	267.5
846	267.5
844.5	267.5
844.5	267.5
844	267.5
843.5	267
842	266.5
842	266
841.5	265.5
841.5	265
840.5	265
839.5	265
839.5	265
839	263.5
838.5	263
838.5	263
838.5	263
838	263
838	263
837.5	263
836	263
833	263.5
832.5	263.5
832	263.5
831.5	263.5
830.5	263.5
828.5	263.5
828	263.5
827.5	263.5
827.5	263.5
827	263.5
826.5	263.5
826.5	263.5
825.5	264
825	263.5
824	263.5
823	264
822.5	265.5
822.5	267
822	267.5
822	267.5
822	267.5
822	267.5
820	267.5
819.5	267.5
819	267.5
819	267.5
819	267.5
819	267.5
819	267.5
819.5	268
819.5	268
818.5	268
818.5	268
818.5	268
817	267.5
817	267.5
815	267.5
814.5	267.5
814	269
814	269
811	271
809	270.5
809	270.5
809	270.5
806.5	271
804	271
802.5	271
800	271
799	271
798.5	271
796.5	271
796	271
796	271
793	271.5
789.5	272
786.5	271.5
785	272
783.5	272.5
784.5	273
784	273
785	273
784.5	273
781.5	273.5
780.5	273.5
779	273.5
778	273.5
777.5	273.5
775.5	273.5
774.5	274
774.5	274
773.5	274
771	274.5
770.5	274.5
769	274.5
766	274
762	273
761.5	276
760	275.5
761	275.5
759.5	275.5
752.5	275.5
749.5	274
748	274
747	274
746.5	273.5
747	274
745.5	274
744	274
742	274
740	274
738	274.5
737	275
733.5	275
730	275
728	275.5
725	276
720.5	276
718.5	276
716.5	276
714.5	276.5
711	276.5
709	276.5
707.5	277
708	277.5
697	278
691.5	279
689.5	280.5
684.5	278.5
682.5	278.5
677	277.5
671	278
668	279
667	279
665	279
663.5	279.5
663.5	279.5
665.5	280
665.5	280
664.5	280
663.5	280
663	280
662	279.5
661.5	280
660.5	280
663	280
664	280
663	280
664	281.5
662	281.5
662	282
662.5	282
661.5	282
660	282
660	281.5
657.5	281
657	282
656.5	282
655.5	282
655	282.5
655.5	283
654.5	283.5
654	284
653.5	284
653.5	284.5
653.5	284.5
651.5	284
649	284
647.5	284.5
646	284
645	283.5
643.5	283.5
639	282
632.5	282.5
628.5	282.5
623.5	282
599.5	281.5
585	281
580.5	281.5
572.5	281.5
569	283.5
567	283.5
566.5	283.5
565	284
563	283.5
562.5	283.5
563.5	282.5
564	282.5
565.5	282
565.5	282
565.5	283.5
565	284.5
563.5	284.5
562	284.5
561	284.5
560	284.5
554.5	284
550	286.5
544.5	287
543	288
545	287.5
545.5	287
545	287
545.5	287
545.5	287
544.5	287
543	287
540.5	287
535	288
534	289.5
532	290
532	291
530	290.5
527.5	290
523	290
522	290
521	290
521	289
521	289
517.5	288.5
