10	 -0.699052	  0.456691	 0.456691	 0.969169	 0.270117	 -0.886067
11	 -0.393564	  0.915795	 0.915795	 0.880978	 0.487415	 -1.185401
12	 0.586158	  1.811753	 1.811753	 0.687797	 1.273955	 -2.879290
13	 0.913299	  2.082837	 2.082837	 -0.567388	 0.345911	 -4.856404
14	 -0.037172	  0.439085	 0.439085	 0.184430	 0.147258	 -0.199651
15	 -0.199809	  -0.270323	 -0.270323	 0.072657	 -0.127152	 -0.087592
16	 -0.170369	  -0.273992	 -0.273992	 -0.201317	 -0.371685	 -0.040774
17	 -0.117404	  0.044306	 0.044306	 -0.144572	 -0.261976	 0.015010
18	 0.188751	  0.294564	 0.294564	 -0.229010	 -0.040259	 -0.129994
19	 0.184057	  0.629018	 0.629018	 -0.067572	 0.116485	 -0.408101
20	 0.021176	  1.222861	 1.222861	 -0.042977	 -0.021801	 -1.496298
21	 -0.078227	  0.601486	 0.601486	 -0.336272	 -0.414499	 -0.335480
22	 -0.147957	  -0.665868	 -0.665868	 -1.100436	 -1.248393	 -0.280563
23	 -0.621597	  -1.334551	 -1.334551	 -0.616281	 -1.237877	 -1.397949
24	 -0.153898	  -1.071179	 -1.071179	 -0.567453	 -0.721351	 -1.060096
25	 0.488237	  -0.330134	 -0.330134	 -0.251438	 0.236799	 -0.231750
26	 0.250061	  0.069257	 0.069257	 0.256236	 0.506297	 0.059278
27	 -0.490823	  0.494092	 0.494092	 0.089212	 -0.401612	 -0.287914
28	 -0.176821	  0.212252	 0.212252	 0.145150	 -0.031671	 -0.070717
29	 -0.114102	  -0.196063	 -0.196063	 0.104241	 -0.009861	 -0.050335
30	 -0.978858	  -1.388824	 -1.388824	 -0.264384	 -1.243242	 -1.670038
31	 -0.833377	  -1.690886	 -1.690886	 -0.337910	 -1.171287	 -2.577488
32	 -0.345160	  -0.353537	 -0.353537	 -0.339983	 -0.685143	 -0.007640
33	 -0.290227	  -0.337351	 -0.337351	 -0.256123	 -0.546349	 -0.039472
34	 -0.695653	  -1.417030	 -1.417030	 0.086248	 -0.609405	 -2.067971
35	 -1.019113	  -2.566168	 -2.566168	 -0.863700	 -1.882813	 -5.705012
36	 -1.187729	  -2.251204	 -2.251204	 -1.186241	 -2.373970	 -3.658987
37	 -1.114972	  -1.789126	 -1.789126	 -0.662294	 -1.777265	 -2.462532
38	 -0.952321	  -1.460974	 -1.460974	 -0.337646	 -1.289967	 -1.812896
39	 -1.110407	  -1.207594	 -1.207594	 -0.313799	 -1.424205	 -1.109840
40	 -0.998309	  -0.454732	 -0.454732	 0.651349	 -0.346960	 -0.857029
41	 -0.781233	  0.630479	 0.630479	 0.913097	 0.131864	 -1.110846
42	 -0.929204	  0.879393	 0.879393	 0.561395	 -0.367809	 -1.294983
43	 -0.714712	  0.429531	 0.429531	 0.055568	 -0.659144	 -0.224212
44	 -0.378126	  0.894050	 0.894050	 0.242558	 -0.135568	 -0.891042
45	 -0.812130	  1.011782	 1.011782	 -0.034828	 -0.846957	 -0.995418
46	 -0.808644	  -0.131483	 -0.131483	 0.134130	 -0.674514	 -0.125751
47	 -0.910978	  -0.757084	 -0.757084	 0.436008	 -0.474969	 -0.970370
48	 -1.463621	  -0.838858	 -0.838858	 0.171602	 -1.292019	 -0.954844
49	 -1.032615	  -0.421920	 -0.421920	 -0.087720	 -1.120335	 -0.087435
50	 -1.646101	  -1.542849	 -1.542849	 -0.524575	 -2.170676	 -1.516878
51	 -1.406533	  -1.712482	 -1.712482	 -0.684316	 -2.090849	 -1.970082
52	 -0.937362	  -0.765776	 -0.765776	 -0.132279	 -1.069641	 -0.462420
53	 -0.092514	  0.125277	 0.125277	 0.685837	 0.593323	 -0.079144
54	 0.533330	  0.441955	 0.441955	 1.228597	 1.761927	 0.459923
55	 -0.118654	  0.084713	 0.084713	 0.996405	 0.877751	 -0.125404
56	 -0.273043	  1.253528	 1.253528	 1.799799	 1.526756	 -2.062755
57	 0.055679	  0.245377	 0.245377	 0.959694	 1.015373	 -0.006775
58	 -0.792247	  -2.185526	 -2.185526	 -0.402789	 -1.195036	 -4.457416
59	 -1.180255	  -2.614756	 -2.614756	 -0.551520	 -1.731775	 -6.186016
60	 -0.535582	  -1.241714	 -1.241714	 -0.572617	 -1.108199	 -1.235171
61	 -0.362883	  -0.314996	 -0.314996	 0.521433	 0.158550	 -0.288442
62	 -0.253488	  0.229248	 0.229248	 0.796509	 0.543022	 -0.254460
63	 -0.423572	  0.692344	 0.692344	 1.082419	 0.658846	 -0.937823
64	 -0.078043	  0.448292	 0.448292	 0.617208	 0.539165	 -0.249135
65	 0.134020	  -0.150574	 -0.150574	 -0.139876	 -0.005856	 -0.041419
66	 0.448163	  -0.617443	 -0.617443	 0.128051	 0.576215	 -0.323848
67	 0.424148	  -0.352773	 -0.352773	 0.717473	 1.141620	 0.179865
68	 0.144629	  -0.343576	 -0.343576	 0.305839	 0.450468	 -0.073811
69	 -0.091321	  -0.012213	 -0.012213	 -0.036936	 -0.128257	 0.003224
70	 -0.156115	  1.464352	 1.464352	 0.603093	 0.446978	 -2.238478
71	 -0.289427	  1.550862	 1.550862	 1.897011	 1.607584	 -2.954219
72	 -0.671312	  -0.302037	 -0.302037	 0.928488	 0.257176	 -0.714532
73	 -0.712241	  -1.119640	 -1.119640	 -0.109250	 -0.821491	 -1.175781
74	 -0.451621	  -0.344408	 -0.344408	 0.460459	 0.008838	 -0.326570
75	 -0.616927	  0.043726	 0.043726	 1.414776	 0.797849	 -0.874725
76	 -1.424801	  -0.662317	 -0.662317	 1.377569	 -0.047232	 -2.401426
77	 -1.004998	  -1.722236	 -1.722236	 0.853590	 -0.151409	 -3.823953
78	 -1.179310	  -1.576527	 -1.576527	 1.148133	 -0.031177	 -3.839442
79	 -1.942298	  -1.739512	 -1.739512	 0.723087	 -1.219211	 -4.430354
80	 -1.943976	  -2.997836	 -2.997836	 -0.258946	 -2.202922	 -8.483638
81	 -2.130187	  -3.420020	 -3.420020	 -0.379013	 -2.509200	 -10.889165
82	 -2.730227	  -3.601166	 -3.601166	 -0.318815	 -3.049042	 -12.097962
83	 -1.622031	  -3.168544	 -3.168544	 -0.188074	 -1.810105	 -9.734609
84	 -1.411471	  -1.766847	 -1.766847	 -0.433782	 -1.845253	 -2.509479
85	 -0.929003	  -0.095630	 -0.095630	 0.319805	 -0.609199	 -0.306244
86	 -0.870701	  -0.640319	 -0.640319	 0.387468	 -0.483234	 -0.747378
87	 -2.728865	  -3.595606	 -3.595606	 -0.339572	 -3.068437	 -12.001735
88	 -3.019728	  -3.998350	 -3.998350	 -1.270449	 -4.290177	 -12.150389
89	 -2.559141	  -2.521027	 -2.521027	 -1.178237	 -3.737378	 -3.340303
90	 -2.465442	  -2.191300	 -2.191300	 -0.673555	 -3.138996	 -3.141188
91	 -1.878828	  -3.621108	 -3.621108	 -0.992505	 -2.871332	 -11.247681
92	 -1.305570	  -3.728664	 -3.728664	 -0.573766	 -1.879336	 -13.153846
93	 -0.942597	  -3.694114	 -3.694114	 1.766479	 0.823883	 -15.311554
94	 -2.783043	  -3.571608	 -3.571608	 2.040171	 -0.742873	 -18.434268
95	 -1.819951	  -1.560480	 -1.560480	 1.196866	 -0.623085	 -4.613337
96	 -0.426091	  -0.813475	 -0.813475	 -0.207630	 -0.633720	 -0.573273
97	 -0.381280	  -0.147140	 -0.147140	 0.248560	 -0.132720	 -0.116421
98	 -0.649518	  0.506729	 0.506729	 0.188201	 -0.461317	 -0.379014
99	 -0.007815	  0.700225	 0.700225	 1.102337	 1.094523	 -0.498929
100	 -0.206976	  2.002626	 2.002626	 2.106728	 1.899752	 -4.446553
101	 -1.870972	  1.198385	 1.198385	 1.157534	 -0.713438	 -3.601839
102	 -2.891487	  -1.905537	 -1.905537	 -0.067428	 -2.958915	 -3.436104
103	 -1.973806	  -0.705642	 -0.705642	 0.222011	 -1.751795	 -0.936137
104	 -1.640200	  -0.542778	 -0.542778	 0.167785	 -1.472416	 -0.569809
105	 -2.554479	  -1.026593	 -1.026593	 0.031625	 -2.522853	 -1.134680
106	 -3.997222	  -0.453059	 -0.453059	 0.432689	 -3.564533	 -1.934817
107	 -4.118101	  -0.688329	 -0.688329	 0.388935	 -3.729166	 -2.075470
108	 -1.991905	  -1.201003	 -1.201003	 -0.124860	 -2.116765	 -1.193699
109	 0.215031	  -1.122089	 -1.122089	 0.093968	 0.308999	 -1.238877
110	 -0.161276	  -1.212248	 -1.212248	 0.024295	 -0.136981	 -1.473464
111	 -1.404740	  -1.476590	 -1.476590	 -0.516933	 -1.921673	 -1.454162
112	 -1.657748	  -1.899012	 -1.899012	 -0.386473	 -2.044220	 -2.965572
113	 -2.108343	  -1.366856	 -1.366856	 0.342576	 -1.765767	 -2.590563
114	 -2.442380	  -1.422665	 -1.422665	 0.593104	 -1.849276	 -3.472560
115	 -2.949560	  -3.274668	 -3.274668	 0.058618	 -2.890942	 -10.896345
116	 -0.203240	  -3.010078	 -3.010078	 -0.146337	 -0.349577	 -9.030825
117	 0.924841	  -1.242106	 -1.242106	 -0.235426	 0.689415	 -1.760559
118	 0.024608	  -0.208743	 -0.208743	 -0.508388	 -0.483780	 -0.056084
119	 -1.046446	  0.022166	 0.022166	 0.117283	 -0.929163	 -0.123222
120	 -2.118769	  -0.166002	 -0.166002	 0.709614	 -1.409155	 -1.531064
121	 -1.973734	  1.178334	 1.178334	 0.350022	 -1.623712	 -2.079322
122	 -1.907830	  1.558764	 1.558764	 0.298414	 -1.609416	 -2.999067
123	 -1.299939	  1.527858	 1.527858	 -0.094043	 -1.393981	 -2.212100
124	 -3.345784	  2.810736	 2.810736	 -0.165818	 -3.511602	 -7.345447
125	 -5.452793	  2.264288	 2.264288	 -0.080830	 -5.533624	 -4.686251
126	 -5.561159	  0.386942	 0.386942	 0.294684	 -5.266475	 -1.788510
127	 -2.329244	  -1.022810	 -1.022810	 0.620677	 -1.708567	 -2.491848
