10	 0.998891	 -0.047076	 1.000000
11	 0.975353	 -0.546522	 1.250000
12	 0.951815	 -1.045967	 2.000000
13	 0.998891	 -0.047076	 1.000000
14	 0.428832	 -1.521875	 2.500000
15	 1.974245	 -0.593597	 4.250000
16	 1.451261	 -1.069505	 3.250000
17	 0.000000	 0.000000	 0.000000
18	 0.998891	 -0.047076	 1.000000
19	 0.000000	 0.000000	 0.000000
20	 -0.998891	 0.047076	 1.000000
21	 0.998891	 -0.047076	 1.000000
22	 1.498337	 -0.070614	 2.250000
23	 0.000000	 0.000000	 0.000000
24	 0.499446	 -0.023538	 0.250000
25	 0.475908	 -0.522984	 0.500000
26	 1.474799	 -0.570059	 2.500000
27	 -0.023538	 -0.499446	 0.250000
28	 0.475908	 -0.522984	 0.500000
29	 -0.023538	 -0.499446	 0.250000
30	 0.998891	 -0.047076	 1.000000
31	 0.998891	 -0.047076	 1.000000
32	 0.000000	 0.000000	 0.000000
33	 0.428832	 -1.521875	 2.500000
34	 0.475908	 -0.522984	 0.500000
35	 0.000000	 0.000000	 0.000000
36	 0.000000	 0.000000	 0.000000
37	 0.499446	 -0.023538	 0.250000
38	 0.000000	 0.000000	 0.000000
39	 0.499446	 -0.023538	 0.250000
40	 1.498337	 -0.070614	 2.250000
41	 3.020212	 0.358218	 9.250000
42	 0.499446	 -0.023538	 0.250000
43	 0.499446	 -0.023538	 0.250000
44	 0.499446	 -0.023538	 0.250000
45	 0.998891	 -0.047076	 1.000000
46	 1.997783	 -0.094152	 4.000000
47	 0.499446	 -0.023538	 0.250000
48	 0.499446	 -0.023538	 0.250000
49	 0.000000	 0.000000	 0.000000
50	 0.499446	 -0.023538	 0.250000
51	 0.499446	 -0.023538	 0.250000
52	 0.000000	 0.000000	 0.000000
53	 1.022429	 0.452370	 1.250000
54	 0.475908	 -0.522984	 0.500000
55	 0.998891	 -0.047076	 1.000000
56	 1.022429	 0.452370	 1.250000
57	 0.570059	 1.474799	 2.500000
58	 0.070614	 1.498337	 2.250000
59	 0.522984	 0.475908	 0.500000
60	 0.000000	 0.000000	 0.000000
61	 0.000000	 0.000000	 0.000000
62	 0.000000	 0.000000	 0.000000
63	 1.997783	 -0.094152	 4.000000
64	 0.499446	 -0.023538	 0.250000
65	 0.499446	 -0.023538	 0.250000
66	 0.000000	 0.000000	 0.000000
67	 0.000000	 0.000000	 0.000000
68	 0.000000	 0.000000	 0.000000
69	 0.000000	 0.000000	 0.000000
70	 -0.475908	 0.522984	 0.500000
71	 0.000000	 0.000000	 0.000000
72	 0.998891	 -0.047076	 1.000000
73	 0.000000	 0.000000	 0.000000
74	 0.000000	 0.000000	 0.000000
75	 1.474799	 -0.570059	 2.500000
76	 0.000000	 0.000000	 0.000000
77	 1.997783	 -0.094152	 4.000000
78	 0.499446	 -0.023538	 0.250000
79	 0.570059	 1.474799	 2.500000
80	 0.000000	 0.000000	 0.000000
81	 3.090826	 1.856555	 13.000000
82	 1.974245	 -0.593597	 4.250000
83	 0.000000	 0.000000	 0.000000
84	 0.000000	 0.000000	 0.000000
85	 2.520766	 0.381756	 6.500000
86	 2.497228	 -0.117690	 6.250000
87	 1.498337	 -0.070614	 2.250000
88	 2.497228	 -0.117690	 6.250000
89	 0.998891	 -0.047076	 1.000000
90	 0.499446	 -0.023538	 0.250000
91	 1.997783	 -0.094152	 4.000000
92	 0.499446	 -0.023538	 0.250000
93	 0.000000	 0.000000	 0.000000
94	 3.020212	 0.358218	 9.250000
95	 3.519658	 0.334680	 12.500000
96	 2.973136	 -0.640673	 9.250000
97	 1.521875	 0.428832	 2.500000
98	 1.521875	 0.428832	 2.500000
99	 -0.975353	 0.546522	 1.250000
100	 0.499446	 -0.023538	 0.250000
101	 -0.998891	 0.047076	 1.000000
102	 0.499446	 -0.023538	 0.250000
103	 3.020212	 0.358218	 9.250000
104	 0.998891	 -0.047076	 1.000000
105	 1.498337	 -0.070614	 2.250000
106	 0.998891	 -0.047076	 1.000000
107	 0.499446	 -0.023538	 0.250000
108	 1.997783	 -0.094152	 4.000000
109	 1.022429	 0.452370	 1.250000
110	 0.000000	 0.000000	 0.000000
111	 0.998891	 -0.047076	 1.000000
112	 2.520766	 0.381756	 6.500000
113	 0.499446	 -0.023538	 0.250000
114	 1.498337	 -0.070614	 2.250000
115	 2.973136	 -0.640673	 9.250000
116	 3.948489	 -1.187195	 17.000000
117	 0.640673	 2.973136	 9.250000
118	 1.474799	 -0.570059	 2.500000
119	 -0.998891	 0.047076	 1.000000
120	 1.498337	 -0.070614	 2.250000
121	 6.992239	 -0.329531	 49.000000
122	 2.926060	 -1.639565	 11.250000
123	 1.498337	 -0.070614	 2.250000
124	 0.998891	 -0.047076	 1.000000
125	 0.475908	 -0.522984	 0.500000
126	 -0.475908	 0.522984	 0.500000
127	 1.498337	 -0.070614	 2.250000
128	 1.498337	 -0.070614	 2.250000
129	 1.997783	 -0.094152	 4.000000
130	 1.997783	 -0.094152	 4.000000
